TAZ,aer,amf,con,edu,gov,hss,mfg,osv,pbs,rcs,twu,wt
3711,98,175,1029,1723,651,1778,7350,386,2091,4060,1367,1199
3712,38,39,161,345,269,1027,156,99,315,1109,85,34
3713,28,57,228,678,251,607,997,111,554,1142,101,124
3714,64,241,30,328,206,139,352,44,79,288,146,19
3715,7,97,208,497,203,517,1320,26,215,410,118,207
3716,114,47,459,854,688,1780,1530,168,776,1857,291,124
3717,7,70,183,281,252,1278,501,32,379,523,80,146
3718,52,57,105,402,166,471,297,38,240,676,25,34
3719,60,513,535,1102,546,1617,3341,175,1756,2300,454,533
3720,24,276,259,744,231,452,626,150,362,806,200,165
3721,47,118,607,1420,684,1803,2464,300,1158,3265,1252,354
3722,11,428,197,459,225,397,614,118,597,1137,130,335
3723,1298,149,1555,3747,3125,5086,4308,1250,6456,9241,1908,1466
3724,1503,298,1869,3030,3205,4923,7577,1222,4717,8918,1475,1456
3725,133,185,580,1942,513,2164,7230,352,1181,2386,304,461
3726,5,164,122,256,185,298,160,65,230,296,140,281
3727,522,210,2626,17744,2700,18151,5557,1752,12155,16309,5019,1321
3728,100,481,439,1524,953,1274,1801,195,1238,3148,1582,351
3729,447,106,2210,2506,2916,5895,8032,1336,7586,13294,4527,1658
3730,678,167,2227,2416,2431,6390,3471,1699,9543,17517,7324,3576
3731,181,141,733,1230,654,1419,8319,478,2617,2552,959,1034
3732,56,68,218,407,211,505,1724,64,585,858,90,53
3733,25,108,188,575,639,723,2073,98,489,1194,158,78
3734,4,52,104,201,153,399,874,43,256,551,67,105
3735,823,271,770,1037,620,1902,4987,338,2028,2910,1358,679
3736,0,10,83,553,76,151,676,7,141,117,6,12
3737,15,131,850,830,369,526,2228,130,1366,1350,268,125
3738,135,245,490,2185,1024,1581,6585,642,2214,3286,400,512
3739,36,121,376,734,387,1525,2719,274,1060,1443,1614,544
3740,30,14,51,117,102,191,76,19,64,184,9,91
3741,95,44,995,2492,709,3674,9039,900,3932,6235,1107,1422
3742,183,202,398,809,443,423,2447,199,1147,1002,235,330
3743,41,33,140,542,282,1471,1128,184,656,1502,139,156
3744,86,50,723,1559,528,1020,6840,203,2158,2438,1371,683
3745,13,112,120,63,71,654,310,74,281,894,176,1238
3746,53,1140,114,554,1084,637,712,102,501,1018,414,196
3747,12,15,63,220,166,133,319,79,1109,569,116,130
3748,245,531,490,1852,449,1989,3070,263,1132,2384,126,459
3749,606,34,5754,4723,2223,13060,12268,1715,8479,14817,3057,2920
3750,139,87,1517,1903,851,2548,3550,489,4623,4394,828,828
3751,13,26,305,345,162,138,420,58,117,363,44,36
3752,41,27,275,1157,401,1025,3318,114,856,1833,59,85
3753,39,101,414,1228,601,1298,5057,388,1720,3194,543,302
3754,31,186,222,631,246,1426,600,197,639,1130,395,561
3755,210,110,2113,2267,1336,4561,11684,650,15039,6445,741,819
3756,1522,437,2278,5331,1921,8440,9544,1771,11374,11192,2104,3439
3757,3,95,37,286,121,294,807,21,138,260,98,90
3758,35,288,335,351,187,499,756,95,587,536,82,257
3759,61,290,195,521,256,480,166,95,416,413,68,147
3760,46,59,254,1006,313,808,977,312,1634,1402,180,367
3761,203,123,492,581,298,1047,2089,175,1049,2121,221,184
3762,36,148,245,433,290,1034,1055,227,629,935,147,252
3763,43,41,77,485,142,700,681,76,390,908,453,131
3764,647,96,1061,2127,1024,4048,2576,802,3022,7183,586,631
3765,1406,259,4641,9543,2961,10290,9492,2976,16107,24036,4006,5704
3766,4,140,58,240,139,435,111,45,211,348,87,120
3767,9,265,32,360,203,493,1113,65,199,1070,232,60
3768,510,217,2483,8116,2873,10849,17406,2994,11543,15610,3423,2851
3769,1632,557,3527,8808,9161,13730,5970,2947,12827,14663,1814,4396
3770,1156,145,4918,6959,2751,13299,11617,3625,17003,21614,3043,4342
3771,88,288,433,866,311,1233,2782,339,1314,1831,1499,476
3772,57,152,343,291,201,546,730,105,289,485,84,176
3773,325,464,1322,2849,763,4235,1737,1159,15240,8644,962,954
3774,7,183,163,608,195,773,402,99,348,887,81,115
3775,3,78,35,329,156,322,642,43,169,417,63,166
3776,9,101,96,207,116,394,31,41,105,250,32,78
3777,2,118,148,518,228,556,931,77,307,449,151,226
3778,22,268,184,375,177,735,649,204,569,736,95,228
3779,133,56,870,2086,516,1165,480,295,1229,2443,153,508
3780,7,83,69,621,153,335,83,32,195,284,260,136
3781,93,136,972,2047,1071,2724,2361,546,2040,3882,1324,866
3782,13,98,114,294,337,887,93,47,239,432,130,327
3783,120,170,425,1152,275,1333,2117,208,938,1710,258,442
3784,64,281,697,1003,402,2098,578,256,1109,1739,926,393
3785,1779,278,6557,11514,4204,15893,20178,4158,30302,23846,8744,5168
3786,78,132,615,1222,808,1514,2301,400,1338,2329,305,531
3787,19,55,173,451,499,1551,1255,105,894,1118,89,229
3788,22,94,204,266,141,475,1321,61,343,428,130,197
3789,39,55,246,735,339,1005,2213,134,544,1162,380,244
3790,14,78,32,109,93,348,157,45,81,95,54,119
3791,84,200,310,755,354,637,640,128,591,915,617,433
3792,723,152,325,1039,628,884,932,185,679,1648,281,175
3793,83,272,494,948,460,2220,1005,311,1591,2172,426,1371
3794,3,357,82,180,113,297,203,65,167,241,76,149
3795,60,81,369,548,238,1100,1718,208,570,918,194,507
3796,62,384,507,961,619,1001,606,159,875,1276,165,824
3797,75,1449,1195,2447,502,2821,5079,370,1869,2677,498,1274
3798,574,123,1011,2272,872,2919,857,528,2196,6641,368,313
3799,112,222,593,1661,723,1553,3117,319,1705,2780,256,456
3800,31,84,121,189,127,458,469,102,251,577,129,173
3801,24,143,147,624,253,908,1637,182,754,1032,181,380
3802,31,41,174,499,236,1605,236,100,482,548,162,193
3803,5,11,44,233,142,434,596,51,144,264,26,101
3804,204,100,111,303,189,748,90,60,230,545,32,168
3805,15,93,121,571,271,957,424,98,468,827,169,419
3806,15,22,89,248,149,556,161,41,177,535,827,50
3807,26,160,198,573,186,794,817,66,363,670,173,131
3808,64,255,373,642,308,1224,1386,130,590,1176,153,388
3809,51,263,351,393,202,457,1277,116,415,602,120,409
3810,509,54,1083,1969,699,3735,5059,634,2983,4771,1025,564
3811,43,131,393,555,353,1093,800,291,642,1139,202,254
3812,5,250,157,530,580,810,1201,148,342,909,220,379
3813,24,185,243,472,222,490,308,142,468,735,65,176
3814,157,77,898,1704,1000,5455,2586,831,3502,5366,731,1097
3815,36,208,263,1094,385,1446,581,225,726,1382,221,535
3816,66,79,414,1570,413,1782,1851,240,1673,1645,128,457
3817,23,163,184,619,639,479,351,97,319,1541,187,209
3818,10,556,112,176,132,266,326,39,131,221,143,147
3819,49,113,365,966,567,1087,2004,222,840,1333,1309,278
3820,36,426,583,1463,289,1138,2075,108,1276,1435,194,558
3821,15,153,133,361,164,726,3379,376,224,467,473,249
3822,103,479,537,2217,318,1271,1346,314,1128,1711,278,377
3823,54,147,413,734,301,829,1000,156,593,1405,211,314
3824,26,212,101,279,195,320,493,27,211,341,491,210
3825,3,87,122,316,128,412,602,87,346,558,88,199
3826,4,69,65,585,183,340,1360,85,367,314,180,239
3827,161,38,746,1920,668,2077,3595,447,1564,3604,883,389
3828,48,142,1161,1309,1000,2420,4251,474,1768,2948,518,426
3829,629,778,2201,9717,4024,5331,4252,931,6396,8871,919,1051
3830,31,327,490,495,187,507,357,112,472,522,155,275
3831,234,557,2025,3545,1491,5071,4921,992,3741,11741,1769,1529
3832,25,183,239,380,197,563,1244,66,311,547,131,242
3833,37,366,442,839,280,982,403,118,639,1021,203,277
3834,1,66,139,210,179,109,25,8,92,109,37,29
3835,0,138,81,338,121,180,111,26,285,149,150,18
3836,2,177,96,319,569,285,109,57,101,229,29,21
3837,0,396,46,453,81,258,253,27,128,214,99,2
3838,504,193,1394,2793,1613,7756,3015,708,5527,7627,1987,1344
3839,302,540,402,1849,1080,2931,1348,641,2325,4563,741,709
3840,52,197,183,372,301,612,481,84,301,579,125,26
3841,2135,74,84,732,1162,949,599,109,629,904,98,87
3842,300,60,251,448,213,330,294,49,181,314,80,192
3843,15,158,285,688,250,1052,259,55,435,1108,149,139
3844,628,185,6208,256,730,3488,6688,1298,5251,9415,1900,2074
3845,34,114,260,811,396,2713,901,57,990,1268,428,143
3846,23,194,691,1809,515,1185,563,261,2879,2717,390,195
3847,324,198,3201,921,1235,492,2032,348,969,2108,1897,519
3848,632,166,4296,3609,2591,14855,4490,2593,16017,14969,4922,2700
3849,134,214,1989,2473,785,4157,5028,436,2222,2887,2410,942
3850,8,56,68,1,969,406,839,55,117,260,262,127
3851,183,47,596,1811,500,1055,3831,361,2341,3537,1188,452
3852,314,0,2350,3351,2167,7739,1247,1776,5763,5288,1790,669
3853,78,166,486,1007,464,831,3122,373,1395,1735,535,497
3854,13,0,80,2158,302,990,738,275,404,804,28,100
3855,2,87,108,251,86,115,131,17,115,263,84,24
3856,0,93,95,174,60,59,153,25,67,89,45,56
3857,445,418,2338,2884,1019,2655,824,1040,3924,4629,308,411
3858,57,89,208,0,109,45,349,34,114,48,160,66
3859,168,164,492,1130,505,1412,2312,235,1159,3310,308,288
3860,36,13,266,291,217,1004,286,214,839,963,91,70
3861,627,101,2111,4492,933,4342,1039,1285,5826,10299,1321,1352
3862,56,56,203,498,158,371,320,102,362,549,52,60
3863,765,13,1992,2089,645,1473,434,1149,3649,6957,462,435
3864,336,50,403,4716,825,6322,1759,623,4611,6022,407,447
3865,0,267,76,44,84,76,335,27,112,81,11,123
3866,7,194,26,161,117,137,36,23,144,220,21,143
3867,182,283,887,2232,643,2415,2103,339,1871,4423,478,395
3868,1,671,105,310,81,211,41,68,185,235,106,111
3869,218,337,886,1050,490,519,2620,484,1904,1576,754,317
3870,44,329,1091,1080,287,1099,1012,193,816,2382,299,348
3871,716,826,3768,8337,3039,13403,12729,2593,12708,18956,3275,3533
3872,89,5934,636,1232,605,3063,671,382,2365,2707,824,1155
3873,1,20,30,193,66,771,3,14,65,45,8,16
3874,0,85,45,22,22,122,0,29,26,49,9,12
3875,514,10056,7037,5577,1415,6147,5653,2949,8710,14559,3065,5878
3876,887,245,360,3257,1513,4523,721,162,845,3315,806,314
3877,4,57,56,124,101,282,20,34,88,202,45,39
3878,9,1605,2504,810,479,743,957,144,953,1184,758,196
3879,435,1249,2143,4436,1040,3324,6280,1048,3316,6627,1236,1303
3880,1156,149,1862,6071,1771,6074,2114,1437,5994,8961,968,1135
3881,918,160,3741,4670,2615,9956,2576,2004,9371,15275,1303,2182
3882,0,3,1,77,28,2,3,12,25,121,11,9
3883,5,254,96,142,86,190,333,46,112,269,23,111
3884,16,27,5,120,42,71,0,1,11,42,4,2
3885,0,98,40,146,80,148,68,18,113,221,82,236
3886,0,65,7,35,30,15,37,1,49,48,27,92
3887,0,35,116,140,54,8,74,0,70,48,48,38
3888,322,173,705,998,667,1902,3372,555,1807,4071,354,761
3889,300,161,139,557,306,547,95,84,276,577,63,189
3890,6,28,47,135,82,137,131,40,96,201,65,91
3891,2,12,6,41,54,16,0,4,26,165,32,7
3892,179,25,35,951,819,316,27,7,175,334,32,22
3893,2,30,19,93,36,180,63,18,100,115,18,98
3894,2,78,20,147,38,47,0,4,56,65,19,55
3895,721,292,605,1127,636,1365,554,271,1290,3903,221,189
3896,13,120,69,315,139,673,252,50,180,374,43,371
3897,14,81,86,252,84,308,31,75,158,500,34,170
3898,10,2675,277,106,203,144,1,3,93,285,75,72
3899,11,53,80,96,83,133,65,34,61,190,10,112
3900,203,86,431,572,3400,1278,97,371,2051,2282,312,358
3901,10,125,168,328,230,365,163,126,320,663,148,189
3902,97,175,226,1463,1279,675,527,246,782,3216,1684,2177
3903,35,11,80,119,112,63,52,19,42,778,23,3
3904,16,27,124,1970,336,672,226,55,462,1409,273,80
3905,4,65,51,264,270,312,131,31,129,281,75,109
3906,1,61,9,107,128,90,45,29,77,51,25,61
3907,3,115,33,132,65,204,23,25,106,98,45,24
3908,119,146,343,668,493,1344,1625,201,1093,1504,170,568
3909,242,247,990,1529,1149,3303,2743,596,3206,4837,471,1225
3910,12,97,211,283,111,223,210,29,135,197,57,170
3911,30,153,307,215,112,307,455,79,424,787,278,402
3912,3,322,166,262,169,184,261,49,89,516,128,158
3913,0,15,11,288,110,75,0,2,35,33,8,102
3914,13,88,98,193,184,448,54,76,175,498,60,170
3915,4,135,29,121,95,188,31,26,213,222,85,126
3916,13,67,84,155,68,247,58,26,175,209,56,134
3917,229,8,33,1165,909,475,8,14,266,308,3,4
3918,322,43,1592,1548,238,2751,2181,582,5359,3204,458,844
3919,4,122,118,301,158,373,200,36,281,319,113,139
3920,16,94,132,220,97,162,390,39,162,260,84,172
3921,2,86,66,230,133,286,190,59,109,446,60,168
3922,0,27,33,519,752,310,10,5,227,224,22,61
3923,11,34,83,232,235,393,36,19,98,336,33,37
3924,63,357,523,1168,278,1026,4920,261,2359,2339,263,607
3925,7,7,85,531,108,318,186,91,235,750,31,134
3926,4,60,60,331,150,541,419,89,391,575,40,13
3927,148,499,239,1137,305,2326,1475,138,773,1518,253,380
3928,11,82,38,376,617,492,43,80,264,757,58,167
3929,437,28,617,2558,540,4415,1100,369,1449,4518,1307,440
3930,113,35,150,448,178,936,1567,110,837,1055,153,152
3931,35,28,197,297,123,896,700,72,411,844,75,65
3932,33,258,398,342,148,937,702,201,427,906,1033,374
3933,15,67,229,327,208,440,466,79,201,515,106,201
3934,40,138,599,1118,620,1759,861,178,983,1932,337,347
3935,10,40,307,538,154,249,1194,35,162,612,177,118
3936,73,456,196,844,154,1640,1328,155,713,1195,236,234
3937,5,37,44,405,98,1019,508,70,173,627,63,51
3938,2041,77,849,1698,555,2422,532,970,3961,11022,641,541
3939,219,3421,777,3036,2072,3677,3453,626,2297,3927,636,554
3940,0,44,3,74,181,96,0,1,17,69,14,85
3941,20,1746,93,996,427,949,1103,63,206,943,482,381
3942,0,104,60,146,89,50,14,31,104,131,242,58
3943,2,25,49,223,146,146,16,11,156,159,16,130
3944,153,77,815,4438,478,3659,2752,623,5435,4325,389,668
3945,2,56,326,255,80,177,182,50,192,341,47,160
3946,1252,211,534,1244,1441,2976,887,446,1675,3398,325,158
3947,73,516,323,889,430,784,118,103,185,891,112,42
3948,411,150,854,1562,570,1241,1719,394,1981,2853,861,171
3949,5,15,51,97,191,107,0,9,27,49,18,0
3950,963,976,421,1492,1263,3783,292,392,1153,2820,664,185
3951,120,407,104,235,598,490,47,122,140,370,63,120
3952,1167,7,314,944,312,1047,41,448,1192,3455,331,173
3953,143,393,691,1269,737,2692,2551,688,2534,4053,1153,335
3954,329,872,918,1443,1225,3269,1360,622,1750,3413,773,374
3955,44,252,215,1587,294,1191,2036,163,647,1369,505,151
3956,9,64,115,400,160,486,199,41,420,585,98,80
3957,8,126,608,662,140,573,1873,98,411,1083,983,293
3958,88,54,766,1073,725,2006,3727,328,2191,3466,374,656
3959,25,203,478,1440,629,1137,9223,451,1974,2391,320,473
3960,106,223,639,3029,1005,5181,5410,662,3758,6542,954,973
3961,9,57,89,419,478,177,452,78,345,631,224,96
3962,0,37,47,151,122,100,200,8,22,41,0,3
3963,29,69,43,161,139,238,96,81,44,636,49,24
3964,223,31,659,1618,1057,2748,2316,419,1075,2608,226,349
3965,881,83,195,667,312,596,1214,252,822,1425,120,3227
3966,167,164,474,1137,624,2315,3170,437,1185,3189,447,572
3967,19,261,304,551,242,914,1554,119,243,639,117,352
3968,72,326,257,884,546,1019,708,145,506,1185,191,454
3969,6,20,96,325,159,296,240,67,140,346,150,116
3970,164,468,683,1375,779,3465,2295,405,1082,5333,626,252
3971,2,0,107,361,138,132,212,24,172,176,19,61
3972,36,778,831,1043,404,1424,1340,154,1032,2176,1831,430
3973,55,183,1379,801,471,1550,2114,351,1053,2326,828,416
3974,22,113,122,325,220,857,168,90,639,548,99,231
3975,4,24,162,480,264,870,2584,79,537,801,89,59
3976,343,77,3214,3918,1422,6217,7418,1216,8263,10640,1773,1784
3977,64,396,253,722,572,1363,663,225,1049,1997,333,525
3978,3,270,132,258,123,586,22,74,177,459,43,213
3979,32,114,133,360,280,598,792,118,379,561,189,344
3980,73,107,697,3777,845,5384,4600,672,3010,5309,1996,1122
3981,10,215,201,2177,746,1396,1400,489,1980,1848,396,344
3982,7,160,440,1112,294,642,5653,342,756,1925,188,654
3983,49,79,215,911,355,502,2509,324,449,1508,244,201
3984,22,194,417,874,563,1045,4286,354,2016,1700,485,311
3985,103,169,419,1426,524,1306,5453,344,1763,2695,713,459
3986,18,152,486,1419,824,2448,3801,262,1544,2477,359,554
3987,1228,202,2968,3480,2480,4038,5280,1713,4327,10855,1272,2526
3988,165,194,1895,4282,1209,4765,9571,1302,6645,8424,2417,912
3989,0,154,102,192,138,81,556,22,145,202,152,219
3990,23,16,52,258,171,292,246,28,132,232,36,39
3991,101,29,455,2290,1122,2141,1146,275,1120,2972,501,197
3992,56,12,719,2035,486,1513,1522,250,1063,3224,108,338
3993,6,73,271,565,369,810,1849,184,687,1297,162,246
3994,77,559,199,606,228,495,1645,67,322,802,111,390
3995,17,100,385,499,198,433,513,91,272,1063,159,64
3996,16,60,215,1686,414,1521,697,169,1346,1280,130,269
3997,1219,22,600,1094,760,2215,1637,315,1611,2883,663,294
3998,363,123,291,735,367,350,1204,336,883,788,542,411
3999,12,242,285,488,284,172,2574,75,320,859,141,256
4000,41,184,447,1108,471,1723,3492,562,2329,2410,311,579
4001,0,3,76,245,158,425,229,13,98,236,9,1
4002,0,31,69,212,138,432,519,29,95,257,43,16
4003,31,213,347,885,1085,958,1808,351,833,1785,378,286
4004,1,14,51,265,124,216,187,59,170,320,48,40
4005,70,113,542,1054,679,2286,1932,340,1734,2655,273,374
4006,0,62,19,274,820,288,30,11,68,247,23,49
4007,71,121,969,1766,732,1917,2316,512,1839,4024,508,476
4008,150,88,1528,2412,1440,5946,2582,940,3688,7241,634,577
4009,105,102,879,1831,1061,2760,4012,389,6624,5917,489,753
4010,49,297,467,699,302,350,1466,246,486,723,146,650
4011,123,113,324,1583,516,1452,3636,237,1616,2191,439,291
4012,71,21,279,1321,659,2155,2878,241,1153,2710,649,185
4013,257,42,914,2484,1236,4964,4778,808,5932,6176,1084,1315
4014,123,615,996,1302,720,2948,10519,579,2502,4552,1083,1365
4015,2,17,46,246,116,101,197,35,80,280,48,76
4016,56,60,252,895,270,715,1444,129,316,918,177,50
4017,6,88,302,700,438,638,2446,148,1232,1815,246,181
4018,22,92,264,1035,422,962,2393,150,1094,2087,390,323
4019,74,17,255,770,343,808,1583,131,848,1732,634,605
4020,107,240,312,669,372,1135,4840,277,2437,1891,702,499
4021,246,77,865,1502,712,2414,3119,592,3830,4328,479,1086
4022,864,47,47,221,187,110,92,74,89,260,38,4
4023,62,250,1716,1180,439,2180,3905,459,2161,2895,1031,687
4024,60,355,567,923,430,711,2703,153,833,1572,338,390
4025,86,24,1557,2451,965,6517,5929,993,3648,5809,584,677
4026,16,194,263,787,318,651,863,80,332,756,72,222
4027,62,178,479,1348,664,2205,1985,377,1612,3036,345,238
4028,1,440,345,376,262,526,1020,95,456,684,25,160
4029,36,80,539,908,361,1196,4774,463,1087,1900,351,503
4030,17,191,140,658,403,405,1172,130,531,826,200,210
4031,34,152,364,919,466,1696,4864,305,1367,2075,344,472
4032,465,171,1586,6613,722,8536,4305,1259,7954,10724,1335,1142
4033,202,500,969,3231,706,3215,15963,1234,4533,5821,530,1801
4034,33,7,302,626,130,571,1480,146,701,1046,347,183
4035,25,154,469,702,371,332,2555,166,1058,1185,715,302
4036,44,138,567,600,299,812,1382,126,518,2368,182,137
4037,1412,111,319,905,403,1345,1644,244,795,2080,234,402
4038,16,27,136,712,385,1117,1799,168,979,1806,149,136
4039,232,225,1032,1448,497,2829,2437,457,2282,2510,653,432
4040,16,86,218,641,263,176,1122,66,169,469,189,58
4041,4,101,89,629,374,985,387,59,645,568,57,32
4042,12,178,226,32,1155,613,1201,85,442,885,281,418
4043,207,109,1500,2986,1441,5339,17637,778,7100,8356,1568,1592
4044,403,215,2000,5434,2690,7767,6798,1414,7932,11251,1658,1322
4045,12,619,247,372,244,261,196,100,337,371,573,85
4046,476,76,4060,7603,2090,8215,11082,2476,7598,13400,2459,2619
4047,17,75,86,341,171,83,375,51,253,230,136,258
4048,630,2,29,190,147,100,23,17,187,137,72,21
4049,125,75,227,1143,545,1344,4793,236,1312,2859,492,148
4050,56,830,566,1086,716,2122,5708,431,2369,3663,2128,754
4051,12,296,268,1018,507,1070,423,163,760,1630,210,108
4052,348,48,2012,3724,1301,3671,3551,1033,5626,9312,3033,2369
4053,12,96,83,685,260,350,929,79,434,1088,57,158
4054,5,268,221,638,275,755,1143,106,377,1167,301,168
4055,7,126,207,409,305,480,1091,133,481,725,394,188
4056,38,149,362,2281,1045,1547,2828,294,1466,2416,1169,189
4057,26,58,33,312,193,393,951,105,280,623,127,154
4058,420,131,2455,4771,2321,12743,8097,890,7927,11050,1567,2959
4059,233,14,1618,3635,1657,5689,1180,596,5059,4474,1443,240
4060,3,38,242,330,36,363,30,26,88,313,44,19
4061,87,273,2686,292,229,56,235,45,205,199,337,327
4062,2,190,47,267,271,365,118,14,115,231,21,157
4063,0,33,55,63,287,40,33,18,113,79,11,16
4064,144,196,265,507,607,498,100,94,172,447,105,32
4065,4,101,226,744,161,288,267,102,151,977,18,68
4066,2335,314,5515,3720,1062,5732,3793,1704,8679,10690,1451,4928
4067,16,188,377,898,657,586,102,73,413,1071,92,99
4068,61,86,525,1393,389,2616,1387,193,583,1982,317,172
4069,3,124,172,645,976,1430,342,115,414,891,143,126
4070,51,69,46,454,494,294,358,34,242,244,57,9
4071,15,187,312,297,130,255,232,50,214,290,42,193
4072,318,24,432,2147,1016,5338,4782,706,4614,6702,598,686
4073,1,41,126,255,75,76,49,64,199,410,8,8
4074,76,3,619,685,265,1503,1927,261,1017,1478,275,154
4075,323,213,1496,2780,1366,3858,2105,828,4314,5757,1306,1248
4076,705,257,1116,10366,895,4758,3702,1043,6114,9678,631,628
4077,114,356,878,2743,724,1572,1350,428,1237,4364,414,286
4078,111,242,966,1049,269,645,1579,158,922,2164,383,361
4079,63,1990,883,623,268,261,397,212,890,729,479,333
4080,82,818,676,1387,903,2232,322,395,1429,2993,2288,344
4081,92,186,405,402,213,210,166,66,660,561,123,62
4082,12,8,58,211,430,230,624,16,64,79,121,246
4083,210,97,420,686,183,438,1096,135,382,1698,121,86
4084,34,65,84,294,122,187,104,100,119,272,26,21
4085,41,879,505,538,524,904,803,188,818,1216,216,230
4086,106,631,99,467,240,575,444,98,247,879,174,58
4087,18,22,141,213,98,252,43,44,89,1000,80,6
4088,1362,0,33,3084,275,549,15,276,1463,4416,12,40
4089,294,308,732,2294,1088,2638,3783,376,3215,5461,1582,752
4090,133,597,521,1063,533,834,1622,386,864,1605,220,501
4091,15,188,211,404,88,418,36,133,421,845,107,22
4092,183,666,406,577,252,522,72,276,644,1878,83,63
4093,4,406,134,32,69,194,120,34,169,140,57,158
4094,9,14,16,17,42,83,0,5,66,48,9,1
4095,60,791,244,1424,636,979,451,304,678,1668,188,207
4096,238,576,1500,4072,1503,9121,5188,737,5165,7456,1635,940
4097,97,0,100,282,133,1582,1002,119,906,1640,159,47
4098,9,652,203,194,83,181,240,36,165,405,92,139
4099,8,1742,156,703,373,720,50,80,885,980,574,202
4100,78,152,241,866,456,1511,644,141,641,1257,154,237
4101,11,109,56,293,54,123,9,17,90,250,324,93
4102,0,1,1,4,19,0,0,0,0,0,0,0
4103,6,263,285,1036,279,1289,1434,175,651,1525,333,147
4104,12,459,260,585,141,631,552,72,352,469,323,82
4105,15,2603,897,1544,357,730,285,1050,606,1260,1238,304
4106,0,231,26,118,147,96,42,67,116,298,31,130
4107,224,193,1083,1804,386,3993,1010,585,2093,4638,262,270
4108,7,80,38,254,155,284,83,35,188,248,7,38
4109,71,2826,519,1383,608,1215,3447,476,1292,3104,1088,852
4110,31,277,95,789,286,1677,816,137,441,944,328,58
4111,4,445,111,18,48,4,9,2,28,26,20,14
4112,22,522,467,1087,335,1682,579,149,835,2231,333,162
4113,8,120,23,53,38,137,67,18,295,256,47,6
4114,3,115,47,24,23,72,3,11,129,355,6,9
4115,22,254,619,1312,197,735,429,74,1100,1338,318,167
4116,67,528,740,2018,742,2866,2487,173,1741,2437,901,658
4117,0,69,10,39,98,192,26,9,209,109,11,5
4118,373,445,2339,3456,1249,3015,1590,1199,5834,10460,1612,2346
4119,5,40,92,184,52,169,74,42,95,449,26,20
4120,16,231,71,56,56,186,10,31,40,156,37,100
4121,22,294,532,907,1186,1177,1315,253,1149,2689,306,314
4122,263,3412,1118,1566,346,1562,720,486,2061,3704,370,472
4123,7,24,116,411,58,122,153,47,211,365,51,83
4124,14,424,160,694,195,374,130,126,257,733,207,329
4125,95,383,730,1463,226,1145,316,157,821,1702,225,102
4126,43,380,310,782,320,760,945,260,698,1232,441,101
4127,0,46,11,35,79,52,0,12,31,59,3,2
4128,36,231,2279,663,330,412,3197,129,973,1460,130,49
4129,416,43,1520,2833,538,4117,1205,1015,3604,7834,773,873
4130,8,1425,310,215,243,146,269,105,333,808,184,224
4131,13,22,9,14,23,14,9,9,9,56,0,7
4132,1,401,20,181,39,71,26,13,30,118,23,15
4133,55,2714,425,58,191,323,73,131,327,758,222,483
4134,1410,581,5130,4907,753,5519,3423,1502,5922,11996,2575,2118
4135,378,1403,439,1632,2093,1144,260,295,694,2063,167,171
4136,495,572,1272,4463,4159,3573,473,687,6073,7273,900,553
4137,224,533,585,1039,884,629,1596,419,1573,3096,477,143
4138,84,200,579,3007,5925,2342,102,125,1003,2479,1272,146
4139,29,243,508,1582,701,1356,701,199,853,1233,131,312
4140,808,156,419,1470,307,1940,1772,152,1248,2753,222,148
4141,148,639,1582,2169,593,2885,3187,447,1672,3306,602,381
4142,1065,287,899,2390,578,2732,2686,415,1383,3712,402,223
4143,432,84,596,2211,535,2925,2716,471,2171,4316,194,199
4144,65,214,561,1339,566,1825,1342,272,833,2530,313,276
4145,45,5,105,111,48,68,52,61,84,172,9,7
4146,8,20,25,216,26,38,105,45,172,334,55,32
4147,1692,188,4928,13137,4360,14943,10622,3040,19099,20584,3510,3520
4148,178,325,635,718,912,1054,1442,336,1168,2702,280,199
4149,349,353,2394,5024,1256,9668,5135,1148,10164,10134,2797,1638
4150,467,329,2067,5850,8723,12551,2779,2025,8464,12567,1231,2648
4151,26,87,141,623,236,1405,1073,128,474,1056,104,19
4152,112,226,758,1844,451,3306,4297,823,2867,3982,618,620
4153,1,39,12,157,67,145,183,136,135,156,31,66
4154,185,92,863,2555,487,6407,3280,421,1795,4491,906,962
4155,8,22,19,144,318,296,19,25,152,175,45,71
4156,2,96,153,310,190,342,112,45,163,294,366,190
4157,99,243,977,1837,445,1380,1024,207,1568,2468,806,288
4158,183,68,582,972,250,502,826,191,1032,1957,292,217
4159,10,219,273,463,113,887,434,155,206,776,187,57
4160,16,90,36,281,99,286,42,53,209,378,88,141
4161,19,61,193,782,684,1108,532,150,387,796,212,84
4162,0,5,41,252,94,314,28,15,284,143,59,109
4163,98,144,699,1440,731,4080,2284,418,2872,4274,568,544
4164,3,31,60,341,197,171,183,24,120,357,40,78
4165,212,122,1446,2671,689,1528,1526,508,2544,4461,462,777
4166,73,94,267,1581,267,2049,289,188,1140,1555,143,638
4167,12,272,60,276,77,238,268,12,95,244,36,166
4168,80,63,203,468,151,370,62,45,265,516,149,167
4169,50,389,802,1153,640,3352,2373,454,1743,2399,906,830
4170,78,49,208,1621,451,653,1492,183,774,1866,99,255
4171,4,379,201,499,286,1134,1758,92,406,1735,636,683
4172,174,260,639,2150,1205,2649,1670,300,1504,2568,2076,364
4173,99,44,673,508,171,1385,3508,212,978,1561,610,393
4174,514,57,996,1120,533,2382,523,492,1962,5503,279,363
